nombre,apellido,cargo,foto_url,wikidata_id,provincia,bloque,partido,mandato,mandato_inicio,mandato_fin,fuente_url,fuente_nombre,ministerio
Natalia,Zaracho,diputado,https://parlamentaria.hcdn.gob.ar/image/27354613285_20251021154732000_small.png,,Buenos Aires,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo),
María Inés,Zigarán,diputado,https://parlamentaria.hcdn.gob.ar/image/27213201617_20251127081237000_small.png,,Jujuy,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2025-2029,2025-12-10,2029-12-09,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo),
Christian Alejandro,Zulli,diputado,https://parlamentaria.hcdn.gob.ar/image/23332030159_20231130155355000_small.png,,Corrientes,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo),
Maximiliano,Abad,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/546.gif,,Buenos Aires,UCR - UNIÓN CÍVICA RADICAL,Juntos Por El Cambio,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Bartolomé Esteban,Abdala,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/564.gif,,San Luis,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Romina María,Almeida,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/583.gif,,Entre Ríos,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Carmen,Alvarez Rivero,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/522.gif,,Córdoba,LA LIBERTAD AVANZA,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Guillermo Eduardo,Andrada,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/519.gif,,Catamarca,CONVICCIÓN FEDERAL,Frente de Todos,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Carlos Omar,Arce,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/558.gif,,Misiones,ENCUENTRO MISIONERO,Frente Renovador de la Concordia-innovación Federal,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Ivanna Marcela,Arrascaeta,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/565.gif,,San Luis,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Ezequiel,Atauche,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/552.gif,,Jujuy,LA LIBERTAD AVANZA,Partido Renovador Federal,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Beatriz Luisa,Avila,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/541.gif,,Tucumán,INDEPENDENCIA,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Adán Humberto,Bahl,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/584.gif,,Entre Ríos,JUSTICIALISTA,Fuerza Entre Ríos,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Vilma Facunda,Bedia,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/553.gif,,Jujuy,LA LIBERTAD AVANZA,Partido Renovador Federal,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Joaquín Alberto,Benegas Lynch,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/582.gif,,Entre Ríos,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Daniel Pablo,Bensusán,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/532.gif,,La Pampa,JUSTICIALISTA,Frente de Todos,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Patricia,Bullrich,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/580.gif,,Ciudad Autónoma de Buenos Aires,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Jorge Milton,Capitanich,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/285.gif,,Chaco,JUSTICIALISTA,Fuerza Patria,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
José María,Carambia,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/567.gif,,Santa Cruz,MOVERE SANTA CRUZ,Alianza Por Santa Cruz,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Mario Pablo,Cervi,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/586.gif,,Neuquén,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Lucía Benigna,Corpacci,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/398.gif,,Catamarca,JUSTICIALISTA,Frente de Todos,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Julieta,Corroza,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/587.gif,,Neuquén,LA NEUQUINIDAD,La Neuquinidad,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Agustín Pedro,Coto,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/595.gif,,"Tierra del Fuego, Antártida E Islas del Atlántico Sur",LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Andrea Marcela,Cristina,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/570.gif,,Chubut,FRENTE PRO,Juntos Por El Cambio Chubut,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Eduardo Enrique,De Pedro,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/545.gif,,Buenos Aires,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Juliana,Di Tullio,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/517.gif,,Buenos Aires,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Carlos Mauricio,Espínola,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/461.gif,,Corrientes,PROVINCIAS UNIDAS,Frente Todos,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Flavio Sergio,Fama,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/520.gif,,Catamarca,UCR - UNIÓN CÍVICA RADICAL,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Anabel,Fernández Sagasti,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/468.gif,,Mendoza,JUSTICIALISTA,Justicialista,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Enzo Paolo,Fullone,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/590.gif,,Río Negro,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-26,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Natalia Elena,Gadano,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/568.gif,,Santa Cruz,MOVERE SANTA CRUZ,Alianza Por Santa Cruz,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Eduardo Horacio,Galaretto,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/573.gif,,Santa Fe,UCR - UNIÓN CÍVICA RADICAL,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
María Celeste,Giménez Navarro,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/562.gif,,San Juan,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Juan Cruz,Godoy,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/578.gif,,Chaco,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Enrique Martín,Goerling Lara,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/560.gif,,Misiones,FRENTE PRO,Juntos Por El Cambio,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
María Teresa Margarita,González,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/477.gif,,Formosa,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Gonzalo,Guzmán Coraita,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/592.gif,,Salta,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
María Victoria,Huala,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/531.gif,,La Pampa,FRENTE PRO,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Luis Alfredo,Juez,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/400.gif,,Córdoba,LA LIBERTAD AVANZA,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Mariana,Juri,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/534.gif,,Mendoza,UCR - UNIÓN CÍVICA RADICAL,Frente Cambia Mendoza,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Alicia Margarita Antonia,Kirchner,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/366.gif,,Santa Cruz,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Daniel Ricardo,Kroneberger,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/530.gif,,La Pampa,UCR - UNIÓN CÍVICA RADICAL,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Marcelo Néstor,Lewandowski,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/538.gif,,Santa Fe,JUSTICIALISTA,Frente de Todos,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Carlos Alberto,Linares,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/529.gif,,Chubut,JUSTICIALISTA,Frente de Todos,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Cándida Cristina,López,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/574.gif,,"Tierra del Fuego, Antártida E Islas del Atlántico Sur",JUSTICIALISTA,Alianza Frente de Todos,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
María Florencia,López,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/555.gif,,La Rioja,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Carolina,Losada,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/536.gif,,Santa Fe,UCR - UNIÓN CÍVICA RADICAL,Juntos Por El Cambio,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Juan Luis,Manzur,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/576.gif,,Tucumán,JUSTICIALISTA,Alianza Frente de Todos,2023-2029,2023-12-09,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Ana Inés,Marks,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/589.gif,,Río Negro,JUSTICIALISTA,Fuerza Patria,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Nadia Judith,Márquez,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/585.gif,,Neuquén,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
José Miguel Ángel,Mayans,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/294.gif,,Formosa,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Sandra Mariela,Mendoza,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/540.gif,,Tucumán,CONVICCIÓN FEDERAL,Frente de Todos,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
María Carolina,Moises,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/554.gif,,Jujuy,CONVICCIÓN FEDERAL,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
María Belén,Monte de Oca,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/596.gif,,"Tierra del Fuego, Antártida E Islas del Atlántico Sur",LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Agustín Aníbal,Monteverde,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/581.gif,,Ciudad Autónoma de Buenos Aires,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Elia Esther del Carmen,Moreno,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/594.gif,,Santiago del Estero,FRENTE CÍVICO POR SANTIAGO,Frente Cívico Por Santiago,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
José Emilio,Neder,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/510.gif,,Santiago del Estero,JUSTICIALISTA,Frente Fuerza Patria Peronista,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Bruno Antonio,Olivera Lucero,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/563.gif,,San Juan,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
María Emilia,Orozco,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/591.gif,,Salta,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Juan Carlos,Pagotto,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/557.gif,,La Rioja,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Francisco Manuel,Paoltroni,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/551.gif,,Formosa,LA LIBERTAD AVANZA,Alianza la Libertad Avanza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Mariano,Recalde,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/498.gif,,Ciudad Autónoma de Buenos Aires,JUSTICIALISTA,Fuerza Patria,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Jesús Fernando,Rejal,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/556.gif,,La Rioja,JUSTICIA SOCIAL FEDERAL,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Sonia Elizabeth,Rojas Decut,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/559.gif,,Misiones,ENCUENTRO MISIONERO,Frente Renovador de la Concordia-innovación Federal,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Flavia Gabriela,Royon,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/593.gif,,Salta,PRIMERO LOS SALTEÑOS,Primero los Salteños,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Fernando Aldo,Salino,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/566.gif,,San Luis,JUSTICIA SOCIAL FEDERAL,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Silvana Lorena,Schneider,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/579.gif,,Chaco,UCR - UNIÓN CÍVICA RADICAL,Alianza la Libertad Avanza,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Martin Ignacio,Soria,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/588.gif,,Río Negro,JUSTICIALISTA,Fuerza Patria,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Rodolfo Alejandro,Suárez,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/571.gif,,Mendoza,UCR - UNIÓN CÍVICA RADICAL,Frente Cambia Mendoza,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Edith Elizabeth,Terenzi,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/528.gif,,Chubut,DESPIERTA CHUBUT,Juntos Por El Cambio Chubut,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Sergio Mauricio,Uñac,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/561.gif,,San Juan,JUSTICIALISTA,Alianza Unión Por la Patria,2023-2029,2023-12-10,2029-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Mercedes Gabriela,Valenzuela,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/525.gif,,Corrientes,UCR - UNIÓN CÍVICA RADICAL,Eco + Vamos Corrientes,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Alejandra María,Vigo,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/523.gif,,Córdoba,PROVINCIAS UNIDAS,Hacemos Por Córdoba,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Eduardo Alejandro,Vischi,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/524.gif,,Corrientes,UCR - UNIÓN CÍVICA RADICAL,Eco + Vamos Corrientes,2021-2027,2021-12-10,2027-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Gerardo,Zamora,senador,https://www.senado.gob.ar/bundles/senadosenadores/images/fsena/450.gif,,Santiago del Estero,FRENTE CÍVICO POR SANTIAGO,Frente Cívico Por Santiago,2025-2031,2025-12-10,2031-12-09,https://www.senado.gob.ar/senadores/listados/listaSenadoRes,Honorable Senado de la Nacion (datos abiertos oficiales),
Axel,Kicillof,gobernador,,,Buenos Aires,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Jorge,Macri,gobernador,,,CABA (Jefe de Gobierno),,,,,,https://es.wikipedia.org/wiki/Anexo:Gobernadores_y_Jefe_de_Gobierno_de_Argentina,Wikipedia - Anexo Gobernadores de Argentina,
Raul,Jalil,gobernador,,,Catamarca,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Leandro,Zdero,gobernador,,,Chaco,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Ignacio,Torres,gobernador,,,Chubut,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Martin,Llaryora,gobernador,,,Cordoba,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Juan Pablo,Valdes,gobernador,,,Corrientes,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Rogelio,Frigerio,gobernador,,,Entre Rios,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Gildo,Insfran,gobernador,,,Formosa,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Carlos,Sadir,gobernador,,,Jujuy,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Sergio,Ziliotto,gobernador,,,La Pampa,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Ricardo,Quintela,gobernador,,,La Rioja,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Alfredo,Cornejo,gobernador,,,Mendoza,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Hugo,Passalacqua,gobernador,,,Misiones,,,,,,https://es.wikipedia.org/wiki/Anexo:Gobernadores_y_Jefe_de_Gobierno_de_Argentina,Wikipedia - Anexo Gobernadores de Argentina,
Rolando,Figueroa,gobernador,,,Neuquen,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Alberto,Weretilneck,gobernador,,,Rio Negro,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
